PinName,AF0,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10,AF11,AF12,AF13,AF14,AF15
PD3,,,,HPDF_CKOUT,,SPI1_SCK/I2S1_CK,,USART1_CTS,,,,,EXMC_CLK,DCI_D5,TLI_G7,EVENTOUT
PD4,,,,TIMER7_MCH3,,,,USART1_RTS/USART1_DE,,,OSPIM_P0_IO4,,EXMC_NOE,,,EVENTOUT
PD5,,,,TIMER7_CH3,,,,USART1_TX,,,OSPIM_P0_IO5,,EXMC_NWE,,,EVENTOUT
PD6,,SAI1_DAT0,SAI0_DAT0,HPDF_CKIN4,HPDF_DATAIN1,SPI2_MOSI/I2S2_SD,SAI0_SD0,USART1_RX,SAI2_SD0(1),,OSPIM_P0_IO6,SDIO1_CK,EXMC_NWAIT,DCI_D10,TLI_B2,EVENTOUT
PD7,,,,HPDF_DATAIN4,,SPI0_MOSI/I2S0_SD,HPDF_CKIN1,USART1_CK,,RSPDIF_CH0,OSPIM_P0_IO7,SDIO1_CMD,EXMC_NE0/EXMC_NCE,,,EVENTOUT
PD8,,,,HPDF_CKIN3,,,,USART2_TX,SAI1_CLK0,RSPDIF_CH1,,,EXMC_D13,,,EVENTOUT
PD9,,,,HPDF_DATAIN3,,,,USART2_RX,SAI1_CLK1,,,,EXMC_D14,,,EVENTOUT
PD10,,,,HPDF_CKOUT,,,,USART2_CK,SAI1_DAT1,,,,EXMC_D15,,TLI_B3,EVENTOUT
PD11,TIMER40_CH1,,,TIMER7_MCH3,I2C3_SMBA,,,USART2_CTS,SAI1_DAT2,OSPIM_P0_IO0,SAI1_SD0,,EXMC_A16/EXMC_CLE,,,EVENTOUT
PD12,TIMER41_CH1,,TIMER3_CH0,,I2C3_SCL,CAN2_RX,EDOUT_A,USART2_RTS/USART2_DE,,OSPIM_P0_IO1,SAI1_FS0,,EXMC_A17/EXMC_ALE,DCI_D12,,EVENTOUT
PD13,TIMER42_CH1,,TIMER3_CH1,,I2C3_SDA,CAN2_TX,EDOUT_B,,,OSPIM_P0_IO3,SAI1_SCK0,,EXMC_A18,DCI_D13,,EVENTOUT
PD14,TIMER43_CH1,,TIMER3_CH2,,,SPI3_IO2,EDOUT_Z,,UART7_CTS,,,,EXMC_D0,,,EVENTOUT
PD15,TIMER44_CH1,,TIMER3_CH3,,,SPI3_IO3,,,UART7_RTS/UART7_DE,,,,EXMC_D1,,,EVENTOUT
PE0,,,TIMER3_ETI,,,,,,UART7_RX,,SAI1_MCLK0,,EXMC_NBL0,DCI_D2,TLI_R0,EVENTOUT
PE1,,,,,,,,,UART7_TX,,,,EXMC_NBL1,DCI_D3,TLI_R6,EVENTOUT
PE2,TRACECK,,SAI0_CLK0,,,SPI3_SCK,SAI0_MCLK0,,SAI2_MCLK0(1),OSPIM_P0_IO2,SAI2_CLK0(1),,EXMC_A23,,,EVENTOUT
PE3,TRACED0,,,,TIMER14_BRKIN0,,SAI0_SD1,,SAI2_SD1(1),,,,EXMC_A19,DCI_PIXCLK,,EVENTOUT
PE4,TRACED1,TIMER0_BRKIN1,SAI0_DAT1,HPDF_DATAIN3,TIMER14_MCH0,SPI3_NSS,SAI0_FS0,,SAI2_FS0(1),,SAI2_DAT1(1),,EXMC_A20,DCI_D4,TLI_B0,EVENTOUT
PE5,TRACED2,,SAI0_CLK1,HPDF_CKIN3,TIMER14_CH0,SPI3_MISO,SAI0_SCK0,,SAI2_SCK0(1),,SAI2_CLK1(1),,EXMC_A21,DCI_D6,TLI_G0,EVENTOUT
PE6,TRACED3,TIMER0_BRKIN2,SAI0_DAT0,,TIMER14_CH1,SPI3_MOSI,SAI0_SD0,,SAI2_SD0(1),SAI2_DAT0,SAI1_MCLK1,CMP_MUX_OUT3,EXMC_A22,DCI_D7,TLI_G1,EVENTOUT
PE7,,TIMER0_ETI,,HPDF_DATAIN2,,,,UART6_RX,,,OSPIM_P0_IO4,,EXMC_D4,,,EVENTOUT
PE8,,TIMER0_MCH0,,HPDF_CKIN2,,,,UART6_TX,,,OSPIM_P0_IO5,,EXMC_D5,CMP1_OUT,,EVENTOUT
PE9,,TIMER0_CH0,,HPDF_CKOUT,,SPI3_IO2,,UART6_RTS/UART6_DE,,,OSPIM_P0_IO6,,EXMC_D6,,,EVENTOUT
PE10,,TIMER0_MCH1,,HPDF_DATAIN4,,SPI3_IO3,,UART6_CTS,,,OSPIM_P0_IO7,,EXMC_D7,,,EVENTOUT
PE11,,TIMER0_CH1,,HPDF_CKIN4,,SPI3_NSS,,,,,SAI1_SD1,OSPIM_P0_CSN,EXMC_D8,,TLI_G3,EVENTOUT
PE12,,TIMER0_MCH2,,HPDF_DATAIN5,,SPI3_SCK,,,,,SAI1_SCK1,,EXMC_D9,CMP0_OUT,TLI_B4,EVENTOUT
PE13,,TIMER0_CH2,,HPDF_CKIN5,,SPI3_MISO,,,,,SAI1_FS1,,EXMC_D10,CMP1_OUT,TLI_DE,EVENTOUT
PE14,,TIMER0_CH3,,,,SPI3_MOSI,,,,,SAI1_MCLK1,,EXMC_D11,,TLI_PIXCLK,EVENTOUT
PE15,,TIMER0_BRKIN0,,,,,,,,,TLI_HSYNC,,EXMC_D12,CMP_MUX_OUT4,TLI_R7,EVENTOUT
PF0,,,,,I2C1_SDA,USBHS0_ULPI_D4,,,,OSPIM_P1_IO0,,,EXMC_A0,TIMER22_CH0,,EVENTOUT
PF1,,,,,I2C1_SCL,USBHS0_ULPI_D5,,,,OSPIM_P1_IO1,,,EXMC_A1,TIMER22_CH1,,EVENTOUT
PF2,,,,,I2C1_SMBA,USBHS0_ULPI_D6,,,,OSPIM_P1_IO2,,,EXMC_A2,TIMER22_CH2,,EVENTOUT
PF3,,,,,,,,,,OSPIM_P1_IO3,,,EXMC_A3,TIMER22_CH3,,EVENTOUT
PF4,,TIMER0_MCH1,,TIMER7_MCH1,USART0_TX,,HPDF_DATAIN2,USART2_RTS/USART2_DE,UART3_RTS/UART3_DE,OSPIM_P1_SCK,SDIO1_D0,,EXMC_A4,TRIGSEL_OUT1,TLI_PIXCLK,EVENTOUT
PF5,,"TIMER0_MCH2,",,TIMER7_MCH2,USART0_RX,,HPDF_CKIN2,,UART3_CTS,,SDIO1_D1,,EXMC_A5,TRIGSEL_OUT5,TLI_G7,EVENTOUT
PF6,,TIMER15_CH0,CAN2_RX,,,SPI4_NSS,SAI0_SD1,UART6_RX,SAI2_SD1,,OSPIM_P0_IO3,,EXMC_D24,TIMER22_CH0,,EVENTOUT
PF7,,TIMER16_CH0,CAN2_TX,,,SPI4_SCK,SAI0_MCLK1,UART6_TX,SAI2_MCLK1,,OSPIM_P0_IO2,,EXMC_D25,TIMER22_CH1,,EVENTOUT
PF8,,TIMER15_MCH0,,,,SPI4_MISO,SAI0_SCK1,UART6_RTS/UART6_DE,SAI2_SCK1,,OSPIM_P0_IO0,,EXMC_D26,TIMER22_CH2,,EVENTOUT
PF9,,TIMER16_MCH0,,,,SPI4_MOSI,SAI0_FS1,UART6_CTS,SAI2_FS1,,OSPIM_P0_IO1,,EXMC_D27,TIMER22_CH3,,EVENTOUT
PF10,,TIMER15_BRKIN0,SAI0_DAT2,,,,,,,OSPIM_P0_SCK,SAI2_DAT2,,,DCI_D11,TLI_DE,EVENTOUT
PF11,,,,,,SPI4_MOSI,,,,,SAI1_SD1,,EXMC_SDNRAS,DCI_D12,TIMER23_CH0,EVENTOUT
PF12,,,,,,,,,,,,,EXMC_A6,,TIMER23_CH1,EVENTOUT
PF13,,,,HPDF_DATAIN6,I2C3_SMBA,,,,,,,,EXMC_A7,,TIMER23_CH2,EVENTOUT
PF14,,,,HPDF_CKIN6,I2C3_SCL,SPI4_IO2,,,,,,,EXMC_A8,,TIMER23_CH3,EVENTOUT
PF15,,,,,I2C3_SDA,SPI4_IO3,,,,,,,EXMC_A9,,,EVENTOUT
PG0,,,,,TIMER31_CH0,,,,,OSPIM_P1_IO4,,,EXMC_A10,,,EVENTOUT
PG1,,,,,TIMER31_CH1,,,,,OSPIM_P1_IO5,,,EXMC_A11,,,EVENTOUT
PG2,,TIMER0_BRKIN1,,TIMER7_BRKIN0,TIMER31_CH2,SPI1_MISO,,,,,,CMP_MUX_OUT5,EXMC_A12,,TIMER23_ETI,EVENTOUT
PG3,,,,TIMER7_BRKIN2,TIMER31_CH3,SPI1_MOSI/I2S1_SD,,,,,,CMP_MUX_OUT6,EXMC_A13,TIMER22_ETI,,EVENTOUT
PG4,,TIMER0_BRKIN2,,TIMER7_BRKIN1,TIMER31_ETI,,,,,,,CMP_MUX_OUT7,EXMC_A14,,,EVENTOUT
PG5,,TIMER0_ETI,,,TIMER30_CH0,,,,,,,,EXMC_A15,,,EVENTOUT
PG6,,TIMER16_BRKIN0,,,TIMER30_CH1,,,,,,OSPIM_P0_CSN,,EXMC_NE2,DCI_D12,TLI_R7,EVENTOUT
PG7,,EXMC_D28,,,TIMER30_CH2,,SAI0_MCLK0,USART5_CK,,,,,EXMC_INT,DCI_D13,TLI_PIXCLK,EVENTOUT
PG8,,,,TIMER7_ETI,TIMER30_CH3,SPI5_NSS/I2S5_WS,,USART5_RTS/USART5_DE,RSPDIF_CH2,,,ETH0_PPS_OUT,EXMC_SDCLK,,TLI_G7,EVENTOUT
PG9,,EXMC_D30,CAN2_TX,TIMER7_BRKIN1,TIMER30_ETI,SPI0_MISO,,USART5_RX,RSPDIF_CH3,OSPIM_P0_IO6,SAI1_FS1,SDIO1_D0,EXMC_NE1,DCI_VSYNC,,EVENTOUT
PG10,,EXMC_D31,CAN2_RX,OSPIM_P1_IO6,,SPI0_NSS/I2S0_WS,,,,TLI_G3,SAI1_SD1,SDIO1_D1,EXMC_NE2,DCI_D2,TLI_B2,EVENTOUT
PG11,,,EXMC_D29,,,SPI0_SCK/I2S0_CK,,,RSPDIF_CH0,OSPIM_P1_IO7,SDIO1_D2,ETH0_RMII_TX_EN,,DCI_D3,TLI_B3,EVENTOUT
PG12,,,,OSPIM_P1_CSN,,SPI5_MISO,,USART5_RTS/USART5_DE,RSPDIF_CH1,TLI_B4,SDIO1_D3,ETH0_RMII_TXD1,EXMC_NE3,TIMER22_CH0,TLI_B1,EVENTOUT
PG13,TRACED0,,,,,SPI5_SCK/I2S5_CK,,USART5_CTS,TIMER44_CH0,,SDIO1_D6,/ETH0_RMII_TXD0,EXMC_A24,TIMER22_CH1,TLI_R0,EVENTOUT
PG14,TRACED1,,,,,SPI5_MOSI/I2S5_SD,,USART5_TX,TIMER44_MCH0,OSPIM_P0_IO7,SDIO1_D7,ETH0_RMII_TXD1,EXMC_A25,TIMER22_CH2,TLI_B0,EVENTOUT
PG15,,,,,,,,USART5_CTS,TIMER44_BRKIN0,,,,EXMC_SDNCAS,DCI_D13,,EVENTOUT
PH0,,,,,,,,,,,,,,,,EVENTOUT
PH1,,,,,,,,,,,,,,,,EVENTOUT
